data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9564940,231,ETH9135,9135,28-Sep-22,2022,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,Oromo Ethnic Militia (Ethiopia),1,Somali Ethnic Militia (Ethiopia),,4,14,Eastern Africa,Ethiopia,Oromia,Bale,Gura Damole,Guradamole,6.3333,40.5,2,Hiiraan (Somalia),Regional,"Around 28 September 2022, Oromia regional special force and Oromo ethnic militias clashed with Somali ethnic militias in the outskirts of Guradamole, Gura Damole woreda (Bale, Oromia) over land disputes. Unknown number of people were killed. An unidentified number of fatalities in low intensity conflict area coded as 3.",3,1665519450,ETH
9594270,231,ETH9126,9126,28-Sep-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Labour Group (Ethiopia),7,37,Eastern Africa,Ethiopia,Oromia,West Shewa,Adda Berga,Inchini,9.3167,38.3833,2,Addis Maleda; Reporter (Ethiopia),National,"On 28 September 2022, an unidentified armed group opened fire at a vehicle carrying seven people, including the Deputy Manager of Muger Cement Factory, family members and coworkers in Gatira [a location near Muger Inchini], Adda Berga (West Shewa, Oromia). The group first abducted all seven people, released five, and then took the Deputy Manager of Muger Cement Factory and his driver to an unspecified location. The kidnappers asked for four million ETB ransom to release the abductees. Around 26 October 2022 (week of), both abductees were released. Deputy Manager was released after paying one million Ethiopian Birr. It is not clear whether the driver paid any ransom or not.",0,1667248059,ETH
9508139,231,ETH9083,9083,27-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,1,BBC News; AP; Deutsche Welle,International,"On 27 September 2022, Ethiopian Air Force carried our air strike against what the government said is targeted locations of military equipment and arsenals of the TPLF in Shire, Tahtay Koraro woreda (North Western Tigray, Tigray). Casualties unknown.",0,1664832988,ETH
9564695,231,ETH9071,9071,27-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,Civilians (Ethiopia),3,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Adi Daero,Adi Dairo,14.3156,38.1709,1,Wazema Radio; BBC News; AP; EMS; Oromia Broadcasting Network; Deutsche Welle; Amhara Media Corporation,Other-New media,"On 27 September 2022, Ethiopian Air Force carried out an air strike against what the government said is targeted locations of military equipment and arsenals of the TPLF in Adi Dairo, Adi Daero woreda (North Western Tigray, Tigray). At least 5 civilians were allegedly killed and 16 wounded in the strike. The government denied the claim that it targeted civilians.",5,1665519449,ETH
9508333,231,ETH9078,9078,26-Sep-22,2022,1,Battles,Government regains territory,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Kobo Zuria,12.1169,39.6771,2,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Semela, Tef Weha, Kalimo Agola and Gola Balago. Government forces regained control of Tef Weha and Bekalimo Agola. Locations not found, coded at Kobo Zuria (Raya Kobo, North Wello, Amhara). Casualties unknown.",0,1664832988,ETH
9508334,231,ETH9080,9080,26-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Shewey Mariam,12.1961,39.4429,2,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Key Afer (location not found, coded at Shewey Mariam (Raya kobo, North Wello, Amhara)), Tekulesh (coded separately), Shewey Mariam (coded separately), and Gedeba (coded separately). Causalities unknown.",0,1664832988,ETH
9508338,231,ETH9079,9079,26-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Gidan,Muja,12.0071,39.2904,2,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano in Gidan, Kelim, Lago and Aleweha in North Wello zone in Amhara region. An unidentified number of TPLF forces were reported killed. An unknown number of fatalities in conflict zone coded as 10. Locations not found, coded at the administrative center of Gidan woreda, Muja (Gidan, North Wello, Amhara).",10,1664832988,ETH
9508339,231,ETH9082,9082,26-Sep-22,2022,1,Battles,Government regains territory,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Tekulesh,12.1542,39.4839,1,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Tekulesh (Raya kobo, North Wello, Amhara), Key Afer (coded separately), Shewey Mariam (coded separately), and Gedeba (coded separately). Government forces regained control of Tekuhesh and Shewi Mariam (coded separately). Casualties unknown.",0,1664832988,ETH
9508340,231,ETH9077,9077,26-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Kobo Zuria,12.1169,39.6771,2,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Kobo Chefe mender 028 Gedeba Kebele in Raya while TPLF forces clashed with each other due to internal disputes over whether to withdraw from Kobo Chefe mender 028 Gedeba Kebele. An unidentified number of TPLF forces were reported killed due to this internal violent conflict. Location not found, coded at Kobo Zuria (Raya Kobo, North Wello, Amhara). An unknown number of fatalities in conflict zone coded as 10.",10,1664832988,ETH
9508342,231,ETH9081,9081,26-Sep-22,2022,1,Battles,Government regains territory,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Shewey Mariam,12.1961,39.4429,1,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Shewey Mariam (Raya kobo, North Wello, Amhara), Tekulesh (coded separately), Key Afer (coded separately), and Gedeba (coded separately). Government forces regained control of Tekuhesh (coded separately) and Shewi Mariam. Casualties unknown.",0,1664832988,ETH
9508344,231,ETH9074,9074,26-Sep-22,2022,1,Battles,Government regains territory,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Aradom,12.075,39.6222,2,ESAT,International,"On 26 September 2022, TPLF and ENDF, Amhara regional special force and Fano militias clashed in Bekilo Manekeya, Aradom and Arefa Gorigis. Government forces regained control of Arefa Gorgis. Locations not found, coded at Aradom (Raya kobo, North Wello, Amhara). Casualties unknown.",0,1664832988,ETH
9564929,231,ETH9076,9076,26-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Guba Lafto,Gobiye,11.8602,39.6713,1,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Gobiye (Guba Lafto, North Wello, Amhara). Casualties unknown.",0,1665519450,ETH
9601552,231,ETH9075,9075,26-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Fano Youth Militia,1,13,Eastern Africa,Ethiopia,Amhara,North Wello,Raya Kobo,Gedeba,12.158,39.5426,1,ESAT,International,"On 26 September 2022, TPLF clashed with ENDF, Amhara regional special force and Fano militias in Gedeba (Kobo town, North Wello, Amhara), Tekulesh (coded separately), Shewey Mariam (coded separately), and Key Afer (coded separately). Casualties unknown.",0,1667260376,ETH
9508132,231,ETH9055,9055,25-Sep-22,2022,1,Violence against civilians,Attack,Amhara Ethnic Militia (Ethiopia),Fano Youth Militia,4,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Amuru,Amuru,9.9833,36.9667,2,Deutsche Welle; Oromiya Media Network,International,"On 25 September 2022, ethnic Amhara militia men and Amhara Fano militia killed at least 35 civilians (some sources say up to 80), mostly ethnic Oromos, in Gobu Siba kebele (a location not found and coded to admin center, Amuru/Obora, in Amuru woreda, Horo Gudru Wellega, Oromia). OLF Shane also attacked the village on the same day (coded separately).",35,1664832987,ETH
9508135,231,ETH9069,9069,25-Sep-22,2022,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Amuru,Amuru,9.9833,36.9667,2,Oromiya Media Network; Deutsche Welle,International,"On 25 September 2022, OLF Shane allegedly killed at least 5 ethnic Amhara civilians in in Gobu Siba kebele (a location not found and coded to admin center, Amuru/Obora, in Amuru woreda, Horo Gudru Wellega, Oromia). Earlier on the same day, ethnic Amhara militia men and Amhara Fano militia killed at least 35 civilians (some sources say up to 80), mostly ethnic Oromos, in the same village (coded separately). OLF Shane denied the claim that its fighters targeted Amhara civilians.",5,1664832987,ETH
9508274,231,ETH9070,9070,25-Sep-22,2022,1,Battles,Non-state actor overtakes territory,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Kebele Communal Militia (Ethiopia),Amhara Ethnic Group (Ethiopia),4,24,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Jarte Jardega,Jardega,9.8167,37.05,1,Amhara Media Corporation,National,"On 25 September 2022, OLF-Shane and Kebele militias clashed in Jardega Jarte woreda (Horo Gudru Wellega, Oromia) and controlled the woreda shortly after. The two groups began fighting in this area on 22 September 2022 (coded separately). An unknown number of ethnic Amharas reported killed. An unknown number of fatalities coded as 3.",3,1664832988,ETH
9564696,231,ETH9073,9073,25-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,Civilians (Ethiopia); Aid Workers (Ethiopia),3,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Zana,Bahira,13.9933,38.4249,1,AFP; BBC News,International,"On 25 September 2022, Ethiopian Airforce conducted a drone attack against what the government said is 'TPLF military targets' in Bahira, Zana woreda (North Western Tigray, Tigray). Debris from a drone strike injured a driver and damaged the WFP truck the driver was driving. Ethiopian government accused the TPLF of 'using aid trucks for transporting its fighters' and advised that aid agencies to limit their movement in areas of active fighting.",0,1665519449,ETH
9508330,231,ETH9068,9068,24-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,May Tsebri town,May Tsemre,13.5614,38.1325,1,EMS,Other,"On 24 September 2022, TPLF forces and ENDF continued to clash in May Tsemre (May Tsebri town, North Western Tigray, Tigray). The armed clashes began on 22 September 2022 (coded separately) and continued until 24 September 2022. An unidentified number of TPLF forces were reported killed. An unknown number of fatalities in conflict zone coded as 10 and split across three days.",3,1664832988,ETH
9508386,231,ETH9067,9067,24-Sep-22,2022,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),Prisoners (Ethiopia); Teachers (Ethiopia),7,17,Eastern Africa,Ethiopia,Oromia,Buno Bedele,Dabo Hana,Kone Town,8.6897,36.285,2,Oromiya Media Network,International,"Around 24 September 2022 (as reported), government forces (assumed to be Oromia regional special forces) shot and killed 11 people (detainees taken out of prison) in Ture village (a location coded to admin center, Kone Town, in Dabo Hana woreda, Buno Bedele, Oromia). One of the victims was identified to be a teacher.",11,1664832988,ETH
9508388,231,ETH9066,9066,24-Sep-22,2022,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,12,Eastern Africa,Ethiopia,Oromia,East Shewa,Boset,Kawa Gebeya,8.7081,39.7233,1,Oromiya Media Network,International,"On 24 September 2022, OLF Shane clashed with Oromia regional special forces in Kawa Gebeya [also named Kawa Hara Mirkassa] kebele, in Boset woreda (East Shewa, Oromia), resulting in the killing of unknown number of soldiers. A commander of Oromia regional special force in East Shewa was among those killed in the fighting. An unidentified number of fatalities in low intensity conflict area coded as 3.",3,1664832988,ETH
9499123,231,ETH9053,9053,23-Sep-22,2022,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),,7,27,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Jarte Jardega,Jardega,9.8167,37.05,1,Deutsche Welle,International,"On 23 September 2022, OLF Shane attacked and killed unknown number of civilians in Jardega Jarte, Jarte Jardega woreda (Horo Gudru Wellega, Oromia). The group attacked civilians for the second day in row. An unidentified number of fatalities in low intensity conflict area coded as 3.",3,1664231916,ETH
9499127,231,ETH9054,9054,23-Sep-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,1,EMS,Other,"On 23 September 2022, ENDF conducted a drone airstrike around Desta Hotel in Mekele in Tigray region. One person was killed.",1,1664231916,ETH
9499181,231,ETH9021,9021,23-Sep-22,2022,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,Kebele Communal Militia (Ethiopia),1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Oromia,West Hararge,Mieso,Mieso,9.2351,40.7548,2,Oromiya Media Network,International,"Around 23 September 2022 (as reported), Oromia regional special forces and Kebele militias shot and killed a civilian in Etisa Roro kebele (location coded to admin center, Mieso, in Mieso woreda, West Hararge, Oromia), after accusing him of having a brother who is a member of OLF Shane group.",1,1664231916,ETH
9508134,231,ETH9063,9063,23-Sep-22,2022,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Federal Police,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Jarte Jardega,Alibo,9.8833,37.05,2,Oromiya Media Network; Oromia Communication Bureau,Subnational-International,"On 23 September 2022, OLF Shane clashed with Federal Police and Oromia regional special forces around Alibo town, in Jarte Jardega woreda (Horo Gudru Wellega, Oromia). The government forces claimed to have killed unspecified number of OLF Shane militants, including one of the group commanders. An unidentified number of fatalities in low intensity conflict area coded as 3.",3,1664832987,ETH
9508323,231,ETH9064,9064,23-Sep-22,2022,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),,7,27,Eastern Africa,Ethiopia,Oromia,West Guji,Melka Soda,Melkasoda,5.4903,38.6119,1,EMS,Other,"On 23 September 2022, OLF-Shane killed 27 civilians in Melka Soda (Melkasoda, West Guji, Oromia). Earlier in the week, the group killed another 24 civilians in this area (coded separately).",27,1664832988,ETH
9508326,231,ETH9065,9065,23-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,May Tsebri town,May Tsemre,13.5614,38.1325,1,EMS,Other,"On 23 September 2022, TPLF forces and ENDF continued to clash in May Tsemre (May Tsebri town, North Western Tigray, Tigray). The armed clashes began on 22 September 2022 (coded separately) and continued until 24 September 2022 (coded separately). An unidentified number of TPLF forces were reported killed. An unknown number of fatalities in conflict zone coded as 10 and split across three days.",3,1664832988,ETH
9499122,231,ETH9051,9051,22-Sep-22,2022,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Kebele Communal Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Jarte Jardega,Jardega,9.8167,37.05,1,Deutsche Welle,International,"On 22 September 2022, OLF Shane clashed with Kebele Militias in Jarte Jardega (Horo Gudru Wellega, Oromia). At least 2 civilians were killed, and several others wounded when OLF Shane fighters entered the town.",2,1664231916,ETH
9499131,231,ETH9050,9050,22-Sep-22,2022,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-) Amhara State Police,,1,Civilians (Ethiopia),TPLF: Tigray People's Liberation Front,7,17,Eastern Africa,Ethiopia,Amhara,North Wello,Mersa town,Mersa,11.6656,39.6586,1,ESAT,International,"Around 22 September 2022 (as reported), 63 people accused of having links with TPLF who entered the town with IDPs were arrested by police in Mersa town (North Wello, Amhara).",0,1664231916,ETH
9499133,231,ETH9052,9052,22-Sep-22,2022,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Jarte Jardega,Jardega,9.8167,37.05,1,ESAT,International,"On 22 September 2022, OLF-Shane attacked civilians in Jardega Jarte (Jarte Jardega, Horo Guduru, Oromia), killing 15 civilians assumed to be ethnic Amharas.",15,1664231916,ETH
9499173,231,ETH9020,9020,22-Sep-22,2022,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,Kebele Communal Militia (Ethiopia),1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Oromia,West Shewa,Ejere-Addis Alem,Adis Alem,9.0333,38.4,2,Oromiya Media Network,International,"Around 22 September 2022 (as reported), Oromia regional special forces and Kebele militias shot and killed a youth in Gorba town (location coded to admin center, Adis Alem, in Ejere-Addis Alem woreda/Ejere Chengere woreda, West Shewa, Oromia). The victim was suspected of being a member of OLF Shane group, but relatives claim he was entering the town to visit his sister at the hospital while being captured.",1,1664231916,ETH
9508324,231,ETH9062,9062,22-Sep-22,2022,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,May Tsebri town,May Tsemre,13.5614,38.1325,1,EMS,Other,"On 22 September 2022, TPLF forces and ENDF clashed in May Tsemre (May Tsebri town, North Western Tigray, Tigray). The armed clashes continued until 24 September 2022 (coded separately). An unidentified number of TPLF forces were reported killed. An unknown number of fatalities in conflict zone coded as 10 and split across three days.",4,1664832988,ETH
9498960,231,ETH9049,9049,21-Sep-22,2022,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Koore Ethnic Group (Ethiopia); Government of Ethiopia (2018-),7,27,Eastern Africa,Ethiopia,SNNP,Amaro,Amaro,Kelle Town,5.8342,37.8982,2,Deutsche Welle; Addis Maleda,National-International,"On 21 September 2022, OLF Shane allegedly opened gunfire on civilians waiting to meet with a Delegation of House of Peoples Representative (HoPR) in Dorbade Kebele (coded to Kelle Town, in Amaro Special woreda, Amaro, SNNP), and killed 5 and wounded 4 civilians, as the delegation neared them to arrive. The HoPR delegation had planned to meet Kore ethnic group members and was investigating 'previous atrocities committed by the armed group' and was forced to at once return to Addis after escaping the attack.",5,1664231915,ETH
9499082,231,ETH9042,9042,21-Sep-22,2022,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-) Amhara State Police,,1,Fano Youth Militia,,3,13,Eastern Africa,Ethiopia,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,1,BBC News,International,"Around 21 September 2022 (as reported), Amhara Regional Police Commission announced it has captured 'a prominent Amhara fano militia commander' in Bahir Dar town, Bahir Dar (West Gojjam, Amhara). The government suspected him of 'involvement in several criminal activities' and has been searching for him since May.",0,1664231916,ETH
9499170,231,ETH9046,9046,21-Sep-22,2022,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Horo,Horo,9.5378,37.0389,2,Oromiya Media Network,International,"Around 21 September 2022 (week of), OLF Shane clashed with government forces (assumed to be ENDF and Oromia regional special police forces) in Geba Sanbeta village (location coded to admin center, Horo, in Horo woreda, Horo Gudru Wellega, Oromia), resulting in unknown number of soldiers getting killed and wounded. An unidentified number of fatalities in low intensity conflict coded as 3.",3,1664231916,ETH
9499171,231,ETH9043,9043,21-Sep-22,2022,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Police Forces of Ethiopia (2018-) Amhara State Police; Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,Oromia,Dewa Harewa,Haro,10.8514,40.1056,2,Oromiya Media Network,International,"Around 21 September 2022 (week of), OLF Shane clashed with Amhara regional special forces, Amhara regional state police and ethnic Amhara militias in Burka, Warsamet, and Kara Daka (locations not found and coded to admin center, Haro, in Dewa Harewa woreda, Oromia Special zone, Amhara). OLF Shane claimed to have killed 9 and wounded 7 government soldiers.",9,1664231916,ETH
9499176,231,ETH9047,9047,21-Sep-22,2022,2,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Oromia,West Shewa,Ifata,Ilfeta,9.1808,37.9497,2,Oromiya Media Network,International,"Around 21 September 2022 (as reported), government forces (assumed to be ENDF) shot and killed 2 people in Ambalta Gode kebele (location coded to admin center, Ilfeta, in Ifata woreda, West Shewa, Oromia), after entering their home. The government forces also burned down several homes after accusing owners of supporting OLF Shane.",2,1664231916,ETH
9499177,231,ETH9048,9048,21-Sep-22,2022,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Military Forces of Ethiopia (2018-),,1,12,Eastern Africa,Ethiopia,Oromia,Guji,Gumi Idalo,Melka Guba,4.9241,39.3672,1,Oromiya Media Network,International,"On 21 September 2022, OLF Shane attacked ENDF military camp in Melka Guba Gumi Idalo woreda (Guji, Oromia). OLF Shane claimed to have killed 35 and wounded 57 government soldiers in a day long fighting following the attack.",35,1664231916,ETH
9499179,231,ETH9044,9044,21-Sep-22,2022,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12,Eastern Africa,Ethiopia,Oromia,Arsi,Merti,Abomsa,8.5907,39.8588,2,Oromiya Media Network,International,"Around 21 September 2022 (week of), OLF Shane ambushed a convoy of government soldiers (assumed to be ENDF and Oromia regional special police forces) travelling from Abomsa to Boset, in Likicho kebele, near Aanole Statue (location coded to Abomsa, in Merti woreda, Arsi, Oromia), resulting in unknown number of soldiers getting killed and wounded. An unidentified number of fatalities in low intensity conflict coded as 3.",3,1664231916,ETH
9499180,231,ETH9045,9045,21-Sep-22,2022,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12,Eastern Africa,Ethiopia,Oromia,East Wellega,Bila Seyo,Bila,9.2833,37.0333,2,Oromiya Media Network,International,"Around 21 September 2022 (week of), OLF Shane ambushed a convoy of government soldiers (assumed to be ENDF and Oromia regional special police forces) travelling by 9 patrol vehicles from Bako to Shambu, in Chali Jima kebele (location coded to Bila, in Bila Seyo woreda, East Wellega, Oromia). OLF Shane claimed to have killed 29 government soldiers and seized several battlefield weapons.",29,1664231916,ETH
9508325,231,ETH9061,9061,21-Sep-22,2022,2,Violence against civilians,Abduction/forced disappearance,TPLF: Tigray People's Liberation Front,,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Tigray Ethnic Group (Ethiopia),7,37,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Korem town,Korem,12.5075,39.5222,2,EMS,Other,"Around 21 September 2022 (week of), TPLF forces arrested more than 350 Tigrayans and Amharas in Korem and Raya after accusing them of spying for the federal government and giving information to the federal government. Event coded at Korem (Korem town, Southern Tigray, Tigray). Before these arrests on 19 September 2022, ENDF conducted a drone attack on top military leaders and TPLF forces in Korem, killing an unknown number of TPLF members, including top military leaders (coded separately).",0,1664832988,ETH
9508329,231,ETH9060,9060,21-Sep-22,2022,2,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),,7,27,Eastern Africa,Ethiopia,Oromia,West Guji,Melka Soda,Melkasoda,5.4903,38.6119,1,EMS,Other,"Around 21 September 2022 (week of), OLF-Shane killed 24 civilians in Melka Soda (Melkasoda, West Guji, Oromia). The attack continued on 23 September 2022 (coded separately).",24,1664832988,ETH
9498955,231,ETH9022,9022,20-Sep-22,2022,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Military Forces of Eritrea (1993-),1,TPLF: Tigray People's Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Adi Hageray,Adi Awala,14.5255,37.9899,2,Eritrea Hub; Deutsche Welle,Regional-International,"On 20 September 2022, ENDF and EDF clashed with TPLF forces around Adi Awala, Adi Hageray woreda (North Western Tigray, Tigray). Casualties unknown.",0,1664231915,ETH
9498956,231,ETH9023,9023,20-Sep-22,2022,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Military Forces of Eritrea (1993-),1,TPLF: Tigray People's Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,North Western Tigray,Tahtay Adiyabo,May Kuhili,14.25,37.7444,2,Deutsche Welle; Eritrea Hub,Regional-International,"On 20 September 2022, ENDF and EDF clashed with TPLF forces around May Kuhili, in Tahtay Adiyabo woreda (North Western Tigray, Tigray). Casualties unknown.",0,1664231915,ETH
9498957,231,ETH9024,9024,20-Sep-22,2022,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Military Forces of Eritrea (1993-),1,TPLF: Tigray People's Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Central Tigray,Rama,Rama,14.4133,38.7847,2,Deutsche Welle; Eritrea Hub,Regional-International,"On 20 September 2022, ENDF and EDF clashed with TPLF forces around Rama, Rama woreda (Central Tigray, Tigray). Casualties unknown.",0,1664231915,ETH
9498958,231,ETH9025,9025,20-Sep-22,2022,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Military Forces of Eritrea (1993-),1,TPLF: Tigray People's Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Zala Anbesa town,Zela Ambesa,14.5219,39.385,2,Deutsche Welle; Eritrea Hub,Regional-International,"On 20 September 2022, ENDF and EDF clashed with TPLF forces around Zala Anbesa town, in Zela Ambesa (Eastern Tigray, Tigray). Casualties unknown.",0,1664231915,ETH
